date,commit_date,song_id,artists,position,playlist,name,album_name
2024-07-26,2024-08-09,0jjE8w7Rtu3NCImWhKKX8x,David Guetta,15,Mint,Chills (Feel My Love),Chills (Feel My Love)
2024-08-02,2024-08-09,6nqBOGRwYdwOOHTie3fx1K,RÜFÜS DU SOL,17,Mint,Lately,Lately
2024-06-17,2024-08-09,0sJMoIcWlkdSqnADm5Q2am,Jamie xx,20,Mint,Life,Life
2024-06-14,2024-08-09,3Du9k9oZz7DJCMZviju2lD,Tove Lo,21,Mint,HEAT,HEAT
2024-06-14,2024-08-09,3Du9k9oZz7DJCMZviju2lD,SG Lewis,21,Mint,HEAT,HEAT
2024-07-11,2024-08-09,1lsuQNbQXg0smdcAaRpmja,Disclosure,27,Mint,lift off!,lift off!
2024-05-29,2024-08-09,29I9dv9Nq704w0Oc5yFGsR,Disclosure,34,Mint,"She’s Gone, Dance On","She’s Gone, Dance On"
2024-07-12,2024-08-09,0IAFmrpi9KF0PP3LONJonm,David Guetta,35,Mint,In The Dark,In The Dark
2024-07-30,2024-08-09,6bHW86YhNTcHuZyum3pzvA,SG Lewis,40,Mint,The Moment,The Moment
2024-04-15,2024-08-09,3CqaTHbiU2nBy3Ar9RnDHN,Jamie xx,56,Mint,Baddy On The Floor,Baddy On The Floor
2024-07-12,2024-08-09,5huDOE63jdNZTiBODndFc1,Jazzy,58,Mint,Make Up,Make Up
2024-06-07,2024-08-02,1BJJbSX6muJVF2AK7uH1x4,Adam Port,5,Mint,Move,Move
2024-06-07,2024-08-02,1BJJbSX6muJVF2AK7uH1x4,Keinemusik,5,Mint,Move,Move
2024-07-12,2024-08-02,2NKwz3gyK8da44pR2ZbiM1,John Summit,6,Mint,Tears (with Paige Cavell),Comfort In Chaos
2024-07-26,2024-08-02,0jjE8w7Rtu3NCImWhKKX8x,David Guetta,11,Mint,Chills (Feel My Love),Chills (Feel My Love)
2024-07-26,2024-08-02,3wo3d0I5H8KjkwGvnz8WbB,Jazzy,13,Mint,Somedays,Somedays
2024-08-02,2024-08-02,6nqBOGRwYdwOOHTie3fx1K,RÜFÜS DU SOL,15,Mint,Lately,Lately
2024-06-17,2024-08-02,0sJMoIcWlkdSqnADm5Q2am,Jamie xx,16,Mint,Life,Life
2024-07-11,2024-08-02,1lsuQNbQXg0smdcAaRpmja,Disclosure,24,Mint,lift off!,lift off!
2024-06-14,2024-08-02,3Du9k9oZz7DJCMZviju2lD,Tove Lo,27,Mint,HEAT,HEAT
2024-06-14,2024-08-02,3Du9k9oZz7DJCMZviju2lD,SG Lewis,27,Mint,HEAT,HEAT
2024-05-29,2024-08-02,29I9dv9Nq704w0Oc5yFGsR,Disclosure,32,Mint,"She’s Gone, Dance On","She’s Gone, Dance On"
2024-07-12,2024-08-02,0IAFmrpi9KF0PP3LONJonm,David Guetta,34,Mint,In The Dark,In The Dark
2024-07-30,2024-08-02,6bHW86YhNTcHuZyum3pzvA,SG Lewis,38,Mint,The Moment,The Moment
2024-07-12,2024-08-02,5huDOE63jdNZTiBODndFc1,Jazzy,54,Mint,Make Up,Make Up
2024-04-15,2024-08-02,3CqaTHbiU2nBy3Ar9RnDHN,Jamie xx,55,Mint,Baddy On The Floor,Baddy On The Floor
2024-07-12,2024-07-26,2NKwz3gyK8da44pR2ZbiM1,John Summit,1,Mint,Tears (with Paige Cavell),Comfort In Chaos
2024-06-07,2024-07-26,1BJJbSX6muJVF2AK7uH1x4,Adam Port,4,Mint,Move,Move
2024-06-07,2024-07-26,1BJJbSX6muJVF2AK7uH1x4,Keinemusik,4,Mint,Move,Move
2024-07-26,2024-07-26,0jjE8w7Rtu3NCImWhKKX8x,David Guetta,5,Mint,Chills (Feel My Love),Chills (Feel My Love)
2024-06-17,2024-07-26,0sJMoIcWlkdSqnADm5Q2am,Jamie xx,11,Mint,Life,Life
2024-07-11,2024-07-26,1lsuQNbQXg0smdcAaRpmja,Disclosure,16,Mint,lift off!,lift off!
2024-07-26,2024-07-26,3wo3d0I5H8KjkwGvnz8WbB,Jazzy,23,Mint,Somedays,Somedays
2024-06-14,2024-07-26,3Du9k9oZz7DJCMZviju2lD,Tove Lo,25,Mint,HEAT,HEAT
2024-06-14,2024-07-26,3Du9k9oZz7DJCMZviju2lD,SG Lewis,25,Mint,HEAT,HEAT
2024-05-29,2024-07-26,29I9dv9Nq704w0Oc5yFGsR,Disclosure,27,Mint,"She’s Gone, Dance On","She’s Gone, Dance On"
2024-07-12,2024-07-26,0IAFmrpi9KF0PP3LONJonm,David Guetta,28,Mint,In The Dark,In The Dark
2024-06-21,2024-07-26,2pvQCbUnXHOpAcJOkgAYmZ,John Summit,31,Mint,Resonate (feat. Julia Church),Resonate (feat. Julia Church)
2024-06-21,2024-07-26,2OnSedqUAqhCLZhCR4gjMw,RÜFÜS DU SOL,32,Mint,Music is Better,Music is Better
2024-04-15,2024-07-26,3CqaTHbiU2nBy3Ar9RnDHN,Jamie xx,45,Mint,Baddy On The Floor,Baddy On The Floor
2024-07-12,2024-07-26,5huDOE63jdNZTiBODndFc1,Jazzy,49,Mint,Make Up,Make Up
2024-06-07,2024-07-19,1BJJbSX6muJVF2AK7uH1x4,Adam Port,2,Mint,Move,Move
2024-06-07,2024-07-19,1BJJbSX6muJVF2AK7uH1x4,Keinemusik,2,Mint,Move,Move
2024-06-17,2024-07-19,0sJMoIcWlkdSqnADm5Q2am,Jamie xx,3,Mint,Life,Life
2024-07-12,2024-07-19,2NKwz3gyK8da44pR2ZbiM1,John Summit,4,Mint,Tears (with Paige Cavell),Comfort In Chaos
2024-07-12,2024-07-19,0IAFmrpi9KF0PP3LONJonm,David Guetta,7,Mint,In The Dark,In The Dark
2024-07-11,2024-07-19,1lsuQNbQXg0smdcAaRpmja,Disclosure,12,Mint,lift off!,lift off!
2024-06-21,2024-07-19,2OnSedqUAqhCLZhCR4gjMw,RÜFÜS DU SOL,16,Mint,Music is Better,Music is Better
2024-06-14,2024-07-19,3Du9k9oZz7DJCMZviju2lD,Tove Lo,21,Mint,HEAT,HEAT
2024-06-14,2024-07-19,3Du9k9oZz7DJCMZviju2lD,SG Lewis,21,Mint,HEAT,HEAT
2024-05-29,2024-07-19,29I9dv9Nq704w0Oc5yFGsR,Disclosure,23,Mint,"She’s Gone, Dance On","She’s Gone, Dance On"
2024-06-21,2024-07-19,2pvQCbUnXHOpAcJOkgAYmZ,John Summit,25,Mint,Resonate (feat. Julia Church),Resonate (feat. Julia Church)
2024-07-12,2024-07-19,5huDOE63jdNZTiBODndFc1,Jazzy,28,Mint,Make Up,Make Up
2024-04-15,2024-07-19,3CqaTHbiU2nBy3Ar9RnDHN,Jamie xx,38,Mint,Baddy On The Floor,Baddy On The Floor
2024-04-05,2024-07-19,331l3xABO0HMr1Kkyh2LZq,David Guetta,54,Mint,I Don't Wanna Wait,I Don't Wanna Wait
2024-06-07,2024-07-12,1BJJbSX6muJVF2AK7uH1x4,Adam Port,1,Mint,Move,Move
2024-06-07,2024-07-12,1BJJbSX6muJVF2AK7uH1x4,Keinemusik,1,Mint,Move,Move
2024-07-12,2024-07-12,2NKwz3gyK8da44pR2ZbiM1,John Summit,5,Mint,Tears (with Paige Cavell),Comfort In Chaos
2024-06-17,2024-07-12,0sJMoIcWlkdSqnADm5Q2am,Jamie xx,6,Mint,Life,Life
2024-07-12,2024-07-12,0IAFmrpi9KF0PP3LONJonm,David Guetta,9,Mint,In The Dark,In The Dark
2024-07-11,2024-07-12,1lsuQNbQXg0smdcAaRpmja,Disclosure,11,Mint,lift off!,lift off!
2024-06-21,2024-07-12,2OnSedqUAqhCLZhCR4gjMw,RÜFÜS DU SOL,14,Mint,Music is Better,Music is Better
2024-06-14,2024-07-12,3Du9k9oZz7DJCMZviju2lD,Tove Lo,18,Mint,HEAT,HEAT
2024-06-14,2024-07-12,3Du9k9oZz7DJCMZviju2lD,SG Lewis,18,Mint,HEAT,HEAT
2024-05-29,2024-07-12,29I9dv9Nq704w0Oc5yFGsR,Disclosure,20,Mint,"She’s Gone, Dance On","She’s Gone, Dance On"
2024-06-21,2024-07-12,2pvQCbUnXHOpAcJOkgAYmZ,John Summit,23,Mint,Resonate (feat. Julia Church),Resonate (feat. Julia Church)
2024-07-12,2024-07-12,5huDOE63jdNZTiBODndFc1,Jazzy,25,Mint,Make Up,Make Up
2024-04-15,2024-07-12,3CqaTHbiU2nBy3Ar9RnDHN,Jamie xx,35,Mint,Baddy On The Floor,Baddy On The Floor
2024-04-05,2024-07-12,331l3xABO0HMr1Kkyh2LZq,David Guetta,49,Mint,I Don't Wanna Wait,I Don't Wanna Wait
2024-06-07,2024-07-05,1BJJbSX6muJVF2AK7uH1x4,Adam Port,3,Mint,Move,Move
2024-06-07,2024-07-05,1BJJbSX6muJVF2AK7uH1x4,Keinemusik,3,Mint,Move,Move
2024-06-21,2024-07-05,2pvQCbUnXHOpAcJOkgAYmZ,John Summit,4,Mint,Resonate (feat. Julia Church),Resonate (feat. Julia Church)
2024-06-17,2024-07-05,0sJMoIcWlkdSqnADm5Q2am,Jamie xx,7,Mint,Life,Life
2024-06-21,2024-07-05,2OnSedqUAqhCLZhCR4gjMw,RÜFÜS DU SOL,11,Mint,Music is Better,Music is Better
2024-06-14,2024-07-05,3Du9k9oZz7DJCMZviju2lD,Tove Lo,13,Mint,HEAT,HEAT
2024-06-14,2024-07-05,3Du9k9oZz7DJCMZviju2lD,SG Lewis,13,Mint,HEAT,HEAT
2024-05-29,2024-07-05,29I9dv9Nq704w0Oc5yFGsR,Disclosure,18,Mint,"She’s Gone, Dance On","She’s Gone, Dance On"
2024-04-15,2024-07-05,3CqaTHbiU2nBy3Ar9RnDHN,Jamie xx,30,Mint,Baddy On The Floor,Baddy On The Floor
2024-04-05,2024-07-05,331l3xABO0HMr1Kkyh2LZq,David Guetta,43,Mint,I Don't Wanna Wait,I Don't Wanna Wait
2024-03-01,2024-07-05,1lzbOrmaBhueOQfwKCfi1J,Jazzy,75,Mint,We Groovin,We Groovin
2024-06-21,2024-06-28,2pvQCbUnXHOpAcJOkgAYmZ,John Summit,2,Mint,Resonate (feat. Julia Church),Resonate (feat. Julia Church)
2024-06-07,2024-06-28,1BJJbSX6muJVF2AK7uH1x4,Adam Port,3,Mint,Move,Move
2024-06-07,2024-06-28,1BJJbSX6muJVF2AK7uH1x4,Keinemusik,3,Mint,Move,Move
2024-06-17,2024-06-28,0sJMoIcWlkdSqnADm5Q2am,Jamie xx,5,Mint,Life,Life
2024-06-21,2024-06-28,2OnSedqUAqhCLZhCR4gjMw,RÜFÜS DU SOL,7,Mint,Music is Better,Music is Better
2024-05-29,2024-06-28,29I9dv9Nq704w0Oc5yFGsR,Disclosure,11,Mint,"She’s Gone, Dance On","She’s Gone, Dance On"
2024-06-14,2024-06-28,3Du9k9oZz7DJCMZviju2lD,Tove Lo,14,Mint,HEAT,HEAT
2024-06-14,2024-06-28,3Du9k9oZz7DJCMZviju2lD,SG Lewis,14,Mint,HEAT,HEAT
2024-04-15,2024-06-28,3CqaTHbiU2nBy3Ar9RnDHN,Jamie xx,31,Mint,Baddy On The Floor,Baddy On The Floor
2024-04-05,2024-06-28,331l3xABO0HMr1Kkyh2LZq,David Guetta,41,Mint,I Don't Wanna Wait,I Don't Wanna Wait
2024-02-07,2024-06-28,1HogDCzANgKv9mE8MgeYKg,SG Lewis,64,Mint,mr useless,mr useless
2024-03-01,2024-06-28,1lzbOrmaBhueOQfwKCfi1J,Jazzy,74,Mint,We Groovin,We Groovin
2024-06-17,2024-06-21,0sJMoIcWlkdSqnADm5Q2am,Jamie xx,3,Mint,Life,Life
2024-05-29,2024-06-21,29I9dv9Nq704w0Oc5yFGsR,Disclosure,4,Mint,"She’s Gone, Dance On","She’s Gone, Dance On"
2024-06-07,2024-06-21,1BJJbSX6muJVF2AK7uH1x4,Adam Port,5,Mint,Move,Move
2024-06-07,2024-06-21,1BJJbSX6muJVF2AK7uH1x4,Keinemusik,5,Mint,Move,Move
2024-06-21,2024-06-21,2OnSedqUAqhCLZhCR4gjMw,RÜFÜS DU SOL,7,Mint,Music is Better,Music is Better
2024-06-21,2024-06-21,2pvQCbUnXHOpAcJOkgAYmZ,John Summit,10,Mint,Resonate (feat. Julia Church),Resonate (feat. Julia Church)
2024-06-14,2024-06-21,3Du9k9oZz7DJCMZviju2lD,Tove Lo,15,Mint,HEAT,HEAT
2024-06-14,2024-06-21,3Du9k9oZz7DJCMZviju2lD,SG Lewis,15,Mint,HEAT,HEAT
2024-04-15,2024-06-21,3CqaTHbiU2nBy3Ar9RnDHN,Jamie xx,25,Mint,Baddy On The Floor,Baddy On The Floor
2024-04-05,2024-06-21,331l3xABO0HMr1Kkyh2LZq,David Guetta,35,Mint,I Don't Wanna Wait,I Don't Wanna Wait
2024-05-16,2024-06-21,68R0zVUeMJ2C852Ov6d2Mh,John Summit,45,Mint,Go Back (feat. Julia Church),Go Back (feat. Julia Church)
2024-02-07,2024-06-21,1HogDCzANgKv9mE8MgeYKg,SG Lewis,62,Mint,mr useless,mr useless
2024-03-01,2024-06-21,1lzbOrmaBhueOQfwKCfi1J,Jazzy,72,Mint,We Groovin,We Groovin
2024-05-29,2024-06-14,29I9dv9Nq704w0Oc5yFGsR,Disclosure,2,Mint,"She’s Gone, Dance On","She’s Gone, Dance On"
2024-05-16,2024-06-14,68R0zVUeMJ2C852Ov6d2Mh,John Summit,5,Mint,Go Back (feat. Julia Church),Go Back (feat. Julia Church)
2024-06-07,2024-06-14,1BJJbSX6muJVF2AK7uH1x4,Adam Port,9,Mint,Move,Move
2024-06-07,2024-06-14,1BJJbSX6muJVF2AK7uH1x4,Keinemusik,9,Mint,Move,Move
2024-06-14,2024-06-14,3Du9k9oZz7DJCMZviju2lD,Tove Lo,11,Mint,HEAT,HEAT
2024-06-14,2024-06-14,3Du9k9oZz7DJCMZviju2lD,SG Lewis,11,Mint,HEAT,HEAT
2024-04-15,2024-06-14,3CqaTHbiU2nBy3Ar9RnDHN,Jamie xx,23,Mint,Baddy On The Floor,Baddy On The Floor
2024-04-05,2024-06-14,331l3xABO0HMr1Kkyh2LZq,David Guetta,31,Mint,I Don't Wanna Wait,I Don't Wanna Wait
2024-02-07,2024-06-14,1HogDCzANgKv9mE8MgeYKg,SG Lewis,57,Mint,mr useless,mr useless
2024-03-01,2024-06-14,1lzbOrmaBhueOQfwKCfi1J,Jazzy,70,Mint,We Groovin,We Groovin
2017-04-07,2024-11-01,6RUKPb4LETWmmr3iAEQktW,Coldplay,2,MorningMotivation,Something Just Like This,Memories...Do Not Open
2014-05-19,2024-11-01,0FDzzruyVECATHXKHFs9eJ,Coldplay,4,MorningMotivation,A Sky Full of Stars,Ghost Stories
2013-01-01,2024-11-01,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,8,MorningMotivation,Counting Stars,Native
2021-03-19,2024-11-01,6I3mqTwhRpn34SLVafSH7G,Justin Bieber,12,MorningMotivation,Ghost,Justice
2022-10-21,2024-11-01,0V3wPSX9ygBnCm8psDIegu,Taylor Swift,15,MorningMotivation,Anti-Hero,Midnights
2009-09-08,2024-11-01,2igwFfvr1OAGX9SKDCPBwO,Alicia Keys,21,MorningMotivation,Empire State Of Mind,The Blueprint 3
2022-05-13,2024-11-01,4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,24,MorningMotivation,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")"
2023-05-25,2024-11-01,1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,25,MorningMotivation,Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album)
2009-01-01,2024-11-01,3E7dfMvvCLUddWissuqMwr,Miley Cyrus,29,MorningMotivation,Party In The U.S.A.,The Time Of Our Lives (International Version)
2003-03-10,2024-11-01,0TwBtDAWpkpM3srywFVOV5,Beyoncé,30,MorningMotivation,Crazy In Love (feat. Jay-Z),Dangerously In Love
2021-03-19,2024-11-01,4iJyoBOLtHqaGxP12qzhQI,Justin Bieber,34,MorningMotivation,Peaches (feat. Daniel Caesar & Giveon),Justice
2021-08-13,2024-11-01,6zSpb8dQRaw0M1dK8PBwQz,Dua Lipa,36,MorningMotivation,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix)
2020-03-27,2024-11-01,5nujrmhLynf4yMoMtj8AQF,Dua Lipa,37,MorningMotivation,Levitating (feat. DaBaby),Future Nostalgia
2014-01-01,2024-11-01,0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,41,MorningMotivation,Shake It Off,1989 (Deluxe)
2021-07-09,2024-11-01,5HCyWlXZPP0y6Gqq8TgA20,Justin Bieber,42,MorningMotivation,STAY (with Justin Bieber),STAY (with Justin Bieber)
2020-05-08,2024-11-01,4HBZA5flZLE435QTztThqH,Ariana Grande,43,MorningMotivation,Stuck with U (with Justin Bieber),Stuck with U
2020-05-08,2024-11-01,4HBZA5flZLE435QTztThqH,Justin Bieber,43,MorningMotivation,Stuck with U (with Justin Bieber),Stuck with U
2019-08-02,2024-11-01,0Ryd8975WihbObpp5cPW1t,Ariana Grande,52,MorningMotivation,boyfriend (with Social House),boyfriend
2021-04-23,2024-11-01,37BZB0z9T8Xu7U3e65qxFy,Ariana Grande,59,MorningMotivation,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix)
2013-10-04,2024-11-01,2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,61,MorningMotivation,We Can't Stop,Bangerz (Deluxe Version)
2022-10-21,2024-11-01,5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,63,MorningMotivation,Lavender Haze,Midnights
2022-07-29,2024-11-01,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,66,MorningMotivation,CUFF IT,RENAISSANCE
2012-11-18,2024-11-01,4esOae7i4rqTbAu9o5Pxco,Alicia Keys,67,MorningMotivation,Girl on Fire,Girl on Fire (Remixes) - EP
2021-10-15,2024-11-01,46HNZY1i7O6jwTA7Slo2PI,Coldplay,69,MorningMotivation,My Universe,Music Of The Spheres
2023-03-10,2024-11-01,5eTaQYBE1yrActixMAeLcZ,Calvin Harris,71,MorningMotivation,Miracle (with Ellie Goulding),Miracle (with Ellie Goulding)
2023-07-28,2024-11-01,22dUzMFttcR3uU17NcOAIv,Calvin Harris,79,MorningMotivation,Desire (with Sam Smith),Desire (with Sam Smith)
2017-04-07,2024-10-25,6RUKPb4LETWmmr3iAEQktW,Coldplay,2,MorningMotivation,Something Just Like This,Memories...Do Not Open
2014-05-19,2024-10-25,0FDzzruyVECATHXKHFs9eJ,Coldplay,3,MorningMotivation,A Sky Full of Stars,Ghost Stories
2013-01-01,2024-10-25,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,8,MorningMotivation,Counting Stars,Native
2021-03-19,2024-10-25,6I3mqTwhRpn34SLVafSH7G,Justin Bieber,11,MorningMotivation,Ghost,Justice
2022-10-21,2024-10-25,0V3wPSX9ygBnCm8psDIegu,Taylor Swift,14,MorningMotivation,Anti-Hero,Midnights
2009-09-08,2024-10-25,2igwFfvr1OAGX9SKDCPBwO,Alicia Keys,20,MorningMotivation,Empire State Of Mind,The Blueprint 3
2023-05-25,2024-10-25,1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,21,MorningMotivation,Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album)
2022-05-13,2024-10-25,4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,22,MorningMotivation,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")"
2003-03-10,2024-10-25,0TwBtDAWpkpM3srywFVOV5,Beyoncé,27,MorningMotivation,Crazy In Love (feat. Jay-Z),Dangerously In Love
2009-01-01,2024-10-25,3E7dfMvvCLUddWissuqMwr,Miley Cyrus,29,MorningMotivation,Party In The U.S.A.,The Time Of Our Lives (International Version)
2020-03-27,2024-10-25,5nujrmhLynf4yMoMtj8AQF,Dua Lipa,33,MorningMotivation,Levitating (feat. DaBaby),Future Nostalgia
2021-08-13,2024-10-25,6zSpb8dQRaw0M1dK8PBwQz,Dua Lipa,34,MorningMotivation,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix)
2021-03-19,2024-10-25,4iJyoBOLtHqaGxP12qzhQI,Justin Bieber,36,MorningMotivation,Peaches (feat. Daniel Caesar & Giveon),Justice
2021-07-09,2024-10-25,5HCyWlXZPP0y6Gqq8TgA20,Justin Bieber,38,MorningMotivation,STAY (with Justin Bieber),STAY (with Justin Bieber)
2014-01-01,2024-10-25,0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,40,MorningMotivation,Shake It Off,1989 (Deluxe)
2020-05-08,2024-10-25,4HBZA5flZLE435QTztThqH,Ariana Grande,41,MorningMotivation,Stuck with U (with Justin Bieber),Stuck with U
2020-05-08,2024-10-25,4HBZA5flZLE435QTztThqH,Justin Bieber,41,MorningMotivation,Stuck with U (with Justin Bieber),Stuck with U
2019-08-02,2024-10-25,0Ryd8975WihbObpp5cPW1t,Ariana Grande,49,MorningMotivation,boyfriend (with Social House),boyfriend
2021-04-23,2024-10-25,37BZB0z9T8Xu7U3e65qxFy,Ariana Grande,57,MorningMotivation,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix)
2022-07-29,2024-10-25,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,59,MorningMotivation,CUFF IT,RENAISSANCE
2013-10-04,2024-10-25,2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,60,MorningMotivation,We Can't Stop,Bangerz (Deluxe Version)
2022-10-21,2024-10-25,5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,63,MorningMotivation,Lavender Haze,Midnights
2021-10-15,2024-10-25,46HNZY1i7O6jwTA7Slo2PI,Coldplay,64,MorningMotivation,My Universe,Music Of The Spheres
2012-11-18,2024-10-25,4esOae7i4rqTbAu9o5Pxco,Alicia Keys,68,MorningMotivation,Girl on Fire,Girl on Fire (Remixes) - EP
2023-03-10,2024-10-25,5eTaQYBE1yrActixMAeLcZ,Calvin Harris,72,MorningMotivation,Miracle (with Ellie Goulding),Miracle (with Ellie Goulding)
2017-04-07,2024-10-18,6RUKPb4LETWmmr3iAEQktW,Coldplay,4,MorningMotivation,Something Just Like This,Memories...Do Not Open
2014-05-19,2024-10-18,0FDzzruyVECATHXKHFs9eJ,Coldplay,5,MorningMotivation,A Sky Full of Stars,Ghost Stories
2013-01-01,2024-10-18,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,8,MorningMotivation,Counting Stars,Native
2021-03-19,2024-10-18,6I3mqTwhRpn34SLVafSH7G,Justin Bieber,12,MorningMotivation,Ghost,Justice
2022-10-21,2024-10-18,0V3wPSX9ygBnCm8psDIegu,Taylor Swift,13,MorningMotivation,Anti-Hero,Midnights
2023-05-25,2024-10-18,1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,20,MorningMotivation,Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album)
2022-05-13,2024-10-18,4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,21,MorningMotivation,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")"
2009-09-08,2024-10-18,2igwFfvr1OAGX9SKDCPBwO,Alicia Keys,23,MorningMotivation,Empire State Of Mind,The Blueprint 3
2003-03-10,2024-10-18,0TwBtDAWpkpM3srywFVOV5,Beyoncé,26,MorningMotivation,Crazy In Love (feat. Jay-Z),Dangerously In Love
2009-01-01,2024-10-18,3E7dfMvvCLUddWissuqMwr,Miley Cyrus,31,MorningMotivation,Party In The U.S.A.,The Time Of Our Lives - International Version
2021-08-13,2024-10-18,6zSpb8dQRaw0M1dK8PBwQz,Dua Lipa,33,MorningMotivation,Cold Heart - PNAU Remix,Cold Heart (PNAU Remix)
2020-03-27,2024-10-18,5nujrmhLynf4yMoMtj8AQF,Dua Lipa,34,MorningMotivation,Levitating (feat. DaBaby),Future Nostalgia
2021-03-19,2024-10-18,4iJyoBOLtHqaGxP12qzhQI,Justin Bieber,35,MorningMotivation,Peaches (feat. Daniel Caesar & Giveon),Justice
2014-01-01,2024-10-18,0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,38,MorningMotivation,Shake It Off,1989 (Deluxe)
2021-07-09,2024-10-18,5HCyWlXZPP0y6Gqq8TgA20,Justin Bieber,39,MorningMotivation,STAY (with Justin Bieber),STAY (with Justin Bieber)
2020-05-08,2024-10-18,4HBZA5flZLE435QTztThqH,Ariana Grande,45,MorningMotivation,Stuck with U (with Justin Bieber),Stuck with U
2020-05-08,2024-10-18,4HBZA5flZLE435QTztThqH,Justin Bieber,45,MorningMotivation,Stuck with U (with Justin Bieber),Stuck with U
2019-08-02,2024-10-18,0Ryd8975WihbObpp5cPW1t,Ariana Grande,54,MorningMotivation,boyfriend (with Social House),boyfriend
2021-04-23,2024-10-18,37BZB0z9T8Xu7U3e65qxFy,Ariana Grande,56,MorningMotivation,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix)
2021-10-15,2024-10-18,46HNZY1i7O6jwTA7Slo2PI,Coldplay,59,MorningMotivation,My Universe,Music Of The Spheres
2022-07-29,2024-10-18,1xzi1Jcr7mEi9K2RfzLOqS,Beyoncé,60,MorningMotivation,CUFF IT,RENAISSANCE
2013-10-04,2024-10-18,2y4lAQpi5VTNLu2ldeTdUH,Miley Cyrus,61,MorningMotivation,We Can't Stop,Bangerz (Deluxe Version)
2022-10-21,2024-10-18,5jQI2r1RdgtuT8S3iG8zFC,Taylor Swift,62,MorningMotivation,Lavender Haze,Midnights
2012-11-18,2024-10-18,4esOae7i4rqTbAu9o5Pxco,Alicia Keys,66,MorningMotivation,Girl on Fire,Girl on Fire (Remixes) - EP
2023-03-10,2024-10-18,5eTaQYBE1yrActixMAeLcZ,Calvin Harris,70,MorningMotivation,Miracle (with Ellie Goulding),Miracle (with Ellie Goulding)
2023-07-28,2024-10-18,22dUzMFttcR3uU17NcOAIv,Calvin Harris,79,MorningMotivation,Desire (with Sam Smith),Desire (with Sam Smith)
2017-04-07,2024-10-11,6RUKPb4LETWmmr3iAEQktW,Coldplay,4,MorningMotivation,Something Just Like This,Memories...Do Not Open
2014-05-19,2024-10-11,0FDzzruyVECATHXKHFs9eJ,Coldplay,5,MorningMotivation,A Sky Full of Stars,Ghost Stories
2013-01-01,2024-10-11,2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,6,MorningMotivation,Counting Stars,Native
2021-03-19,2024-10-11,6I3mqTwhRpn34SLVafSH7G,Justin Bieber,11,MorningMotivation,Ghost,Justice
2022-10-21,2024-10-11,0V3wPSX9ygBnCm8psDIegu,Taylor Swift,13,MorningMotivation,Anti-Hero,Midnights
2022-05-13,2024-10-11,4h9wh7iOZ0GGn8QVp4RAOB,OneRepublic,20,MorningMotivation,I Ain't Worried,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")"
2023-05-25,2024-10-11,1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,21,MorningMotivation,Dance The Night - From Barbie The Album,Dance The Night (From Barbie The Album)
2009-09-08,2024-10-11,2igwFfvr1OAGX9SKDCPBwO,Alicia Keys,23,MorningMotivation,Empire State Of Mind,The Blueprint 3
2003-03-10,2024-10-11,0TwBtDAWpkpM3srywFVOV5,Beyoncé,26,MorningMotivation,Crazy In Love (feat. Jay-Z),Dangerously In Love
2020-03-27,2024-10-11,5nujrmhLynf4yMoMtj8AQF,Dua Lipa,28,MorningMotivation,Levitating (feat. DaBaby),Future Nostalgia
2009-01-01,2024-10-11,3E7dfMvvCLUddWissuqMwr,Miley Cyrus,31,MorningMotivation,Party In The U.S.A.,The Time Of Our Lives - International Version
