date,commit_date,song_id,artists,position,playlist,name,album_name
2007-09-11,2024-10-04,5TRPicyLGbAF2LGBFbHGvO,Kanye West,28,AllOut2000s,Flashing Lights,Graduation
2002-05-26,2024-10-04,4xkOaSrkexMciUUogZKVTS,Eminem,30,AllOut2000s,Till I Collapse,The Eminem Show
1999-06-08,2024-10-04,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,31,AllOut2000s,Californication,Californication (Deluxe Edition)
2006-01-01,2024-10-04,2gam98EZKrF9XuOkU13ApN,Timbaland,33,AllOut2000s,Promiscuous,Loose
2002-08-27,2024-10-04,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,35,AllOut2000s,Clocks,A Rush of Blood to the Head
2009-11-05,2024-10-04,0SiywuOBRcynK0uKGWdCnn,Lady Gaga,36,AllOut2000s,Bad Romance,The Fame Monster (Deluxe Edition)
2008-06-02,2024-10-04,49FYlytm3dAAraYgpoJZux,Rihanna,37,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2008-06-02,2024-10-04,49FYlytm3dAAraYgpoJZux,JAY-Z,37,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2007-10-25,2024-10-04,6ic8OlLUNEATToEFU3xmaH,Britney Spears,39,AllOut2000s,Gimme More,Blackout
2004-02-10,2024-10-04,5SkRLpaGtvYPhw02vZhQQ9,Kanye West,42,AllOut2000s,All Falls Down,The College Dropout
2008-01-01,2024-10-04,1QV6tiMFM6fSOKOGLMHYYg,Lady Gaga,43,AllOut2000s,Poker Face,The Fame
2008-06-02,2024-10-04,0ByMNEPAPpOR5H69DVrTNy,Rihanna,44,AllOut2000s,Don't Stop The Music,Good Girl Gone Bad: Reloaded
2009-09-08,2024-10-04,2igwFfvr1OAGX9SKDCPBwO,JAY-Z,45,AllOut2000s,Empire State Of Mind,The Blueprint 3
2003-02-06,2024-10-04,7iL6o9tox1zgHpKUfh9vuC,50 Cent,47,AllOut2000s,In Da Club,Get Rich Or Die Tryin'
2000-05-16,2024-10-04,6naxalmIoLFWR0siv8dnQQ,Britney Spears,53,AllOut2000s,Oops!...I Did It Again,Oops!... I Did It Again
2007-09-11,2024-10-04,0j2T0R9dR9qdJYsB7ciXhf,Kanye West,54,AllOut2000s,Stronger,Graduation
2008-01-01,2024-10-04,1dzQoRqT5ucxXVaAhTcT0J,Lady Gaga,59,AllOut2000s,Just Dance,The Fame
2006-09-12,2024-10-04,0O45fw2L5vsWpdsOdXwNAR,Timbaland,60,AllOut2000s,SexyBack (feat. Timbaland),FutureSex/LoveSounds
2000-05-23,2024-10-04,3UmaczJpikHgJFyBTAJVoz,Eminem,63,AllOut2000s,Stan,The Marshall Mathers LP
2005-08-30,2024-10-04,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,65,AllOut2000s,Gold Digger,Late Registration
2005-03-03,2024-10-04,5D2mYZuzcgjpchVY1pmTPh,50 Cent,67,AllOut2000s,Candy Shop,The Massacre
2004-01-01,2024-10-04,1v7L65Lzy0j0vdpRjJewt1,Eminem,71,AllOut2000s,Lose Yourself,Just Lose It
2005-08-29,2024-10-04,4TsmezEQVSZNNPv5RJ65Ov,Rihanna,72,AllOut2000s,Pon de Replay,Music Of The Sun
2005-01-01,2024-10-04,2wGSgTmgSF3xjRrHkTc25R,50 Cent,78,AllOut2000s,Hate It Or Love It,The Documentary
2008-06-02,2024-10-04,2VOomzT6VavJOGBeySqaMc,Rihanna,81,AllOut2000s,Disturbia,Good Girl Gone Bad: Reloaded
1999-11-16,2024-10-04,7iXF2W9vKmDoGAhlHdpyIa,Eminem,86,AllOut2000s,Forgot About Dre,2001
2009-11-20,2024-10-04,60jzFy6Nn4M0iD1d94oteF,Rihanna,88,AllOut2000s,Rude Boy,Rated R
2008-12-02,2024-10-04,4fixebDZAVToLbUCuEloa2,Britney Spears,92,AllOut2000s,Womanizer,Circus (Deluxe Version)
2009-09-08,2024-10-04,7LR85XLWw2yXqKBSI5brbG,JAY-Z,93,AllOut2000s,Run This Town,The Blueprint 3
2009-09-08,2024-10-04,7LR85XLWw2yXqKBSI5brbG,Rihanna,93,AllOut2000s,Run This Town,The Blueprint 3
2009-09-08,2024-10-04,7LR85XLWw2yXqKBSI5brbG,Kanye West,93,AllOut2000s,Run This Town,The Blueprint 3
2006-05-09,2024-10-04,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,95,AllOut2000s,Dani California,Stadium Arcadium
2008-12-02,2024-10-04,7jk7gqyEonmVVYahZN5zhW,Britney Spears,96,AllOut2000s,Circus,Circus (Deluxe Version)
2003-02-06,2024-10-04,3G0yz3DZn3lfraledmBCT0,50 Cent,102,AllOut2000s,P.I.M.P.,Get Rich Or Die Tryin'
2008-01-01,2024-10-04,02XnQdf7sipaKBBHixz3Zp,Lady Gaga,113,AllOut2000s,Paparazzi,The Fame
2002-07-09,2024-10-04,1f2V8U1BiWaC9aJWmpOARe,Red Hot Chili Peppers,126,AllOut2000s,By the Way,By the Way (Deluxe Edition)
2000-07-10,2024-09-27,3AJwUDP919kvQ9QcozQPxg,Coldplay,6,AllOut2000s,Yellow,Parachutes
2003-06-24,2024-09-27,5IVuqXILoxVWvWEPm82Jxr,JAY-Z,7,AllOut2000s,Crazy In Love (feat. Jay-Z),Dangerously In Love
2008-05-26,2024-09-27,1mea3bSkSGXuIRvnydlB5b,Coldplay,10,AllOut2000s,Viva La Vida,Viva La Vida or Death and All His Friends
2007-04-02,2024-09-27,6ucR4KfvsBFWCMVFDvyKKl,Timbaland,11,AllOut2000s,Apologize,Shock Value
2002-05-26,2024-09-27,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,12,AllOut2000s,Without Me,The Eminem Show
2002-07-09,2024-09-27,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,14,AllOut2000s,Can't Stop,By the Way (Deluxe Edition)
2008-11-24,2024-09-27,4EWCNWgDS8707fNSZ1oaA5,Kanye West,19,AllOut2000s,Heartless,808s & Heartbreak
2002-08-27,2024-09-27,75JFxkI2RXiU7L9VXzMkle,Coldplay,20,AllOut2000s,The Scientist,A Rush of Blood to the Head
2000-05-23,2024-09-27,3yfqSUWxFvZELEM4PmlwIR,Eminem,21,AllOut2000s,The Real Slim Shady,The Marshall Mathers LP
2007-09-11,2024-09-27,5TRPicyLGbAF2LGBFbHGvO,Kanye West,27,AllOut2000s,Flashing Lights,Graduation
2002-05-26,2024-09-27,4xkOaSrkexMciUUogZKVTS,Eminem,29,AllOut2000s,Till I Collapse,The Eminem Show
2007-01-01,2024-09-27,2bLqfJjuC5syrsgDsZfGmn,Timbaland,30,AllOut2000s,The Way I Are,Shock Value
2005-06-07,2024-09-27,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,31,AllOut2000s,Fix You,X&Y
1999-06-08,2024-09-27,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,32,AllOut2000s,Californication,Californication (Deluxe Edition)
2009-11-05,2024-09-27,0SiywuOBRcynK0uKGWdCnn,Lady Gaga,34,AllOut2000s,Bad Romance,The Fame Monster (Deluxe Edition)
2006-01-01,2024-09-27,2gam98EZKrF9XuOkU13ApN,Timbaland,35,AllOut2000s,Promiscuous,Loose
2008-06-02,2024-09-27,49FYlytm3dAAraYgpoJZux,Rihanna,37,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2008-06-02,2024-09-27,49FYlytm3dAAraYgpoJZux,JAY-Z,37,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2007-10-25,2024-09-27,6ic8OlLUNEATToEFU3xmaH,Britney Spears,38,AllOut2000s,Gimme More,Blackout
2002-08-27,2024-09-27,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,40,AllOut2000s,Clocks,A Rush of Blood to the Head
2008-01-01,2024-09-27,1QV6tiMFM6fSOKOGLMHYYg,Lady Gaga,42,AllOut2000s,Poker Face,The Fame
2004-02-10,2024-09-27,5SkRLpaGtvYPhw02vZhQQ9,Kanye West,44,AllOut2000s,All Falls Down,The College Dropout
2008-06-02,2024-09-27,0ByMNEPAPpOR5H69DVrTNy,Rihanna,46,AllOut2000s,Don't Stop The Music,Good Girl Gone Bad: Reloaded
2009-09-08,2024-09-27,2igwFfvr1OAGX9SKDCPBwO,JAY-Z,47,AllOut2000s,Empire State Of Mind,The Blueprint 3
2003-02-06,2024-09-27,7iL6o9tox1zgHpKUfh9vuC,50 Cent,50,AllOut2000s,In Da Club,Get Rich Or Die Tryin'
2000-05-16,2024-09-27,6naxalmIoLFWR0siv8dnQQ,Britney Spears,51,AllOut2000s,Oops!...I Did It Again,Oops!... I Did It Again
2007-09-11,2024-09-27,0j2T0R9dR9qdJYsB7ciXhf,Kanye West,54,AllOut2000s,Stronger,Graduation
2008-01-01,2024-09-27,1dzQoRqT5ucxXVaAhTcT0J,Lady Gaga,59,AllOut2000s,Just Dance,The Fame
2006-09-12,2024-09-27,0O45fw2L5vsWpdsOdXwNAR,Timbaland,60,AllOut2000s,SexyBack (feat. Timbaland),FutureSex/LoveSounds
2005-08-30,2024-09-27,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,63,AllOut2000s,Gold Digger,Late Registration
2000-05-23,2024-09-27,3UmaczJpikHgJFyBTAJVoz,Eminem,67,AllOut2000s,Stan,The Marshall Mathers LP
2005-08-29,2024-09-27,4TsmezEQVSZNNPv5RJ65Ov,Rihanna,69,AllOut2000s,Pon de Replay,Music Of The Sun
2005-03-03,2024-09-27,5D2mYZuzcgjpchVY1pmTPh,50 Cent,71,AllOut2000s,Candy Shop,The Massacre
2004-01-01,2024-09-27,1v7L65Lzy0j0vdpRjJewt1,Eminem,72,AllOut2000s,Lose Yourself,Just Lose It
2005-01-01,2024-09-27,2wGSgTmgSF3xjRrHkTc25R,50 Cent,76,AllOut2000s,Hate It Or Love It,The Documentary
2008-06-02,2024-09-27,2VOomzT6VavJOGBeySqaMc,Rihanna,81,AllOut2000s,Disturbia,Good Girl Gone Bad: Reloaded
1999-11-16,2024-09-27,7iXF2W9vKmDoGAhlHdpyIa,Eminem,89,AllOut2000s,Forgot About Dre,2001
2008-12-02,2024-09-27,4fixebDZAVToLbUCuEloa2,Britney Spears,91,AllOut2000s,Womanizer,Circus (Deluxe Version)
2009-11-20,2024-09-27,60jzFy6Nn4M0iD1d94oteF,Rihanna,92,AllOut2000s,Rude Boy,Rated R
2006-05-09,2024-09-27,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,93,AllOut2000s,Dani California,Stadium Arcadium
2008-12-02,2024-09-27,7jk7gqyEonmVVYahZN5zhW,Britney Spears,98,AllOut2000s,Circus,Circus (Deluxe Version)
2009-09-08,2024-09-27,7LR85XLWw2yXqKBSI5brbG,JAY-Z,100,AllOut2000s,Run This Town,The Blueprint 3
2009-09-08,2024-09-27,7LR85XLWw2yXqKBSI5brbG,Rihanna,100,AllOut2000s,Run This Town,The Blueprint 3
2009-09-08,2024-09-27,7LR85XLWw2yXqKBSI5brbG,Kanye West,100,AllOut2000s,Run This Town,The Blueprint 3
2003-02-06,2024-09-27,3G0yz3DZn3lfraledmBCT0,50 Cent,114,AllOut2000s,P.I.M.P.,Get Rich Or Die Tryin'
2008-01-01,2024-09-27,02XnQdf7sipaKBBHixz3Zp,Lady Gaga,115,AllOut2000s,Paparazzi,The Fame
2002-07-09,2024-09-27,1f2V8U1BiWaC9aJWmpOARe,Red Hot Chili Peppers,129,AllOut2000s,By the Way,By the Way (Deluxe Edition)
2009-09-18,2024-09-27,1oHClQEgDmmbcEx12Kc5nZ,Timbaland,150,AllOut2000s,4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version)
2000-07-10,2024-09-20,3AJwUDP919kvQ9QcozQPxg,Coldplay,6,AllOut2000s,Yellow,Parachutes
2003-06-24,2024-09-20,5IVuqXILoxVWvWEPm82Jxr,JAY-Z,8,AllOut2000s,Crazy In Love (feat. Jay-Z),Dangerously In Love
2007-04-02,2024-09-20,6ucR4KfvsBFWCMVFDvyKKl,Timbaland,10,AllOut2000s,Apologize,Shock Value
2002-05-26,2024-09-20,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,11,AllOut2000s,Without Me,The Eminem Show
2008-05-26,2024-09-20,1mea3bSkSGXuIRvnydlB5b,Coldplay,14,AllOut2000s,Viva La Vida,Viva La Vida or Death and All His Friends
2002-07-09,2024-09-20,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,16,AllOut2000s,Can't Stop,By the Way (Deluxe Edition)
2002-08-27,2024-09-20,75JFxkI2RXiU7L9VXzMkle,Coldplay,19,AllOut2000s,The Scientist,A Rush of Blood to the Head
2000-05-23,2024-09-20,3yfqSUWxFvZELEM4PmlwIR,Eminem,20,AllOut2000s,The Real Slim Shady,The Marshall Mathers LP
2008-11-24,2024-09-20,4EWCNWgDS8707fNSZ1oaA5,Kanye West,21,AllOut2000s,Heartless,808s & Heartbreak
2007-01-01,2024-09-20,2bLqfJjuC5syrsgDsZfGmn,Timbaland,27,AllOut2000s,The Way I Are,Shock Value
2002-05-26,2024-09-20,4xkOaSrkexMciUUogZKVTS,Eminem,29,AllOut2000s,Till I Collapse,The Eminem Show
2005-06-07,2024-09-20,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,30,AllOut2000s,Fix You,X&Y
2007-09-11,2024-09-20,5TRPicyLGbAF2LGBFbHGvO,Kanye West,31,AllOut2000s,Flashing Lights,Graduation
2006-01-01,2024-09-20,2gam98EZKrF9XuOkU13ApN,Timbaland,32,AllOut2000s,Promiscuous,Loose
1999-06-08,2024-09-20,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,33,AllOut2000s,Californication,Californication (Deluxe Edition)
2009-11-05,2024-09-20,0SiywuOBRcynK0uKGWdCnn,Lady Gaga,35,AllOut2000s,Bad Romance,The Fame Monster (Deluxe Edition)
2008-06-02,2024-09-20,49FYlytm3dAAraYgpoJZux,Rihanna,36,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2008-06-02,2024-09-20,49FYlytm3dAAraYgpoJZux,JAY-Z,36,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2002-08-27,2024-09-20,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,37,AllOut2000s,Clocks,A Rush of Blood to the Head
2007-10-25,2024-09-20,6ic8OlLUNEATToEFU3xmaH,Britney Spears,39,AllOut2000s,Gimme More,Blackout
2008-01-01,2024-09-20,1QV6tiMFM6fSOKOGLMHYYg,Lady Gaga,42,AllOut2000s,Poker Face,The Fame
2004-02-10,2024-09-20,5SkRLpaGtvYPhw02vZhQQ9,Kanye West,43,AllOut2000s,All Falls Down,The College Dropout
2008-06-02,2024-09-20,0ByMNEPAPpOR5H69DVrTNy,Rihanna,46,AllOut2000s,Don't Stop The Music,Good Girl Gone Bad: Reloaded
2009-09-08,2024-09-20,2igwFfvr1OAGX9SKDCPBwO,JAY-Z,47,AllOut2000s,Empire State Of Mind,The Blueprint 3
2003-02-06,2024-09-20,7iL6o9tox1zgHpKUfh9vuC,50 Cent,48,AllOut2000s,In Da Club,Get Rich Or Die Tryin'
2000-05-16,2024-09-20,6naxalmIoLFWR0siv8dnQQ,Britney Spears,52,AllOut2000s,Oops!...I Did It Again,Oops!... I Did It Again
2007-09-11,2024-09-20,0j2T0R9dR9qdJYsB7ciXhf,Kanye West,55,AllOut2000s,Stronger,Graduation
2006-09-12,2024-09-20,0O45fw2L5vsWpdsOdXwNAR,Timbaland,59,AllOut2000s,SexyBack (feat. Timbaland),FutureSex/LoveSounds
2008-01-01,2024-09-20,1dzQoRqT5ucxXVaAhTcT0J,Lady Gaga,61,AllOut2000s,Just Dance,The Fame
2005-08-30,2024-09-20,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,65,AllOut2000s,Gold Digger,Late Registration
2000-05-23,2024-09-20,3UmaczJpikHgJFyBTAJVoz,Eminem,67,AllOut2000s,Stan,The Marshall Mathers LP
2005-08-29,2024-09-20,4TsmezEQVSZNNPv5RJ65Ov,Rihanna,70,AllOut2000s,Pon de Replay,Music Of The Sun
2005-03-03,2024-09-20,5D2mYZuzcgjpchVY1pmTPh,50 Cent,71,AllOut2000s,Candy Shop,The Massacre
2005-01-01,2024-09-20,2wGSgTmgSF3xjRrHkTc25R,50 Cent,75,AllOut2000s,Hate It Or Love It,The Documentary
2004-01-01,2024-09-20,1v7L65Lzy0j0vdpRjJewt1,Eminem,78,AllOut2000s,Lose Yourself,Just Lose It
2008-06-02,2024-09-20,2VOomzT6VavJOGBeySqaMc,Rihanna,84,AllOut2000s,Disturbia,Good Girl Gone Bad: Reloaded
2006-05-09,2024-09-20,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,85,AllOut2000s,Dani California,Stadium Arcadium
1999-11-16,2024-09-20,7iXF2W9vKmDoGAhlHdpyIa,Eminem,86,AllOut2000s,Forgot About Dre,2001
2008-12-02,2024-09-20,4fixebDZAVToLbUCuEloa2,Britney Spears,90,AllOut2000s,Womanizer,Circus (Deluxe Version)
2009-11-20,2024-09-20,60jzFy6Nn4M0iD1d94oteF,Rihanna,92,AllOut2000s,Rude Boy,Rated R
2009-09-08,2024-09-20,7LR85XLWw2yXqKBSI5brbG,JAY-Z,100,AllOut2000s,Run This Town,The Blueprint 3
2009-09-08,2024-09-20,7LR85XLWw2yXqKBSI5brbG,Rihanna,100,AllOut2000s,Run This Town,The Blueprint 3
2009-09-08,2024-09-20,7LR85XLWw2yXqKBSI5brbG,Kanye West,100,AllOut2000s,Run This Town,The Blueprint 3
2008-12-02,2024-09-20,7jk7gqyEonmVVYahZN5zhW,Britney Spears,101,AllOut2000s,Circus,Circus (Deluxe Version)
2003-02-06,2024-09-20,3G0yz3DZn3lfraledmBCT0,50 Cent,111,AllOut2000s,P.I.M.P.,Get Rich Or Die Tryin'
2008-01-01,2024-09-20,02XnQdf7sipaKBBHixz3Zp,Lady Gaga,120,AllOut2000s,Paparazzi,The Fame
2002-07-09,2024-09-20,1f2V8U1BiWaC9aJWmpOARe,Red Hot Chili Peppers,123,AllOut2000s,By the Way,By the Way (Deluxe Edition)
2009-09-18,2024-09-20,1oHClQEgDmmbcEx12Kc5nZ,Timbaland,146,AllOut2000s,4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version)
2003-06-24,2024-09-13,5IVuqXILoxVWvWEPm82Jxr,JAY-Z,7,AllOut2000s,Crazy In Love (feat. Jay-Z),Dangerously In Love
2000-07-10,2024-09-13,3AJwUDP919kvQ9QcozQPxg,Coldplay,8,AllOut2000s,Yellow,Parachutes
2007-04-02,2024-09-13,6ucR4KfvsBFWCMVFDvyKKl,Timbaland,10,AllOut2000s,Apologize,Shock Value
2002-05-26,2024-09-13,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,11,AllOut2000s,Without Me,The Eminem Show
2008-05-26,2024-09-13,1mea3bSkSGXuIRvnydlB5b,Coldplay,13,AllOut2000s,Viva La Vida,Viva La Vida or Death and All His Friends
2002-07-09,2024-09-13,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,16,AllOut2000s,Can't Stop,By the Way (Deluxe Edition)
2000-05-23,2024-09-13,3yfqSUWxFvZELEM4PmlwIR,Eminem,17,AllOut2000s,The Real Slim Shady,The Marshall Mathers LP
2002-08-27,2024-09-13,75JFxkI2RXiU7L9VXzMkle,Coldplay,21,AllOut2000s,The Scientist,A Rush of Blood to the Head
2008-11-24,2024-09-13,4EWCNWgDS8707fNSZ1oaA5,Kanye West,22,AllOut2000s,Heartless,808s & Heartbreak
2005-06-07,2024-09-13,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,27,AllOut2000s,Fix You,X&Y
2006-01-01,2024-09-13,2gam98EZKrF9XuOkU13ApN,Timbaland,28,AllOut2000s,Promiscuous,Loose
2002-05-26,2024-09-13,4xkOaSrkexMciUUogZKVTS,Eminem,29,AllOut2000s,Till I Collapse,The Eminem Show
2007-09-11,2024-09-13,5TRPicyLGbAF2LGBFbHGvO,Kanye West,30,AllOut2000s,Flashing Lights,Graduation
2007-01-01,2024-09-13,2bLqfJjuC5syrsgDsZfGmn,Timbaland,31,AllOut2000s,The Way I Are,Shock Value
2002-08-27,2024-09-13,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,34,AllOut2000s,Clocks,A Rush of Blood to the Head
1999-06-08,2024-09-13,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,35,AllOut2000s,Californication,Californication (Deluxe Edition)
2009-11-05,2024-09-13,0SiywuOBRcynK0uKGWdCnn,Lady Gaga,36,AllOut2000s,Bad Romance,The Fame Monster (Deluxe Edition)
2008-06-02,2024-09-13,49FYlytm3dAAraYgpoJZux,Rihanna,38,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2008-06-02,2024-09-13,49FYlytm3dAAraYgpoJZux,JAY-Z,38,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2007-10-25,2024-09-13,6ic8OlLUNEATToEFU3xmaH,Britney Spears,39,AllOut2000s,Gimme More,Blackout
2009-09-08,2024-09-13,2igwFfvr1OAGX9SKDCPBwO,JAY-Z,43,AllOut2000s,Empire State Of Mind,The Blueprint 3
2008-01-01,2024-09-13,1QV6tiMFM6fSOKOGLMHYYg,Lady Gaga,45,AllOut2000s,Poker Face,The Fame
2008-06-02,2024-09-13,0ByMNEPAPpOR5H69DVrTNy,Rihanna,46,AllOut2000s,Don't Stop The Music,Good Girl Gone Bad: Reloaded
2000-05-16,2024-09-13,6naxalmIoLFWR0siv8dnQQ,Britney Spears,48,AllOut2000s,Oops!...I Did It Again,Oops!... I Did It Again
2004-02-10,2024-09-13,5SkRLpaGtvYPhw02vZhQQ9,Kanye West,49,AllOut2000s,All Falls Down,The College Dropout
2003-02-06,2024-09-13,7iL6o9tox1zgHpKUfh9vuC,50 Cent,51,AllOut2000s,In Da Club,Get Rich Or Die Tryin'
2007-09-11,2024-09-13,0j2T0R9dR9qdJYsB7ciXhf,Kanye West,54,AllOut2000s,Stronger,Graduation
2006-09-12,2024-09-13,0O45fw2L5vsWpdsOdXwNAR,Timbaland,58,AllOut2000s,SexyBack (feat. Timbaland),FutureSex/LoveSounds
2008-01-01,2024-09-13,1dzQoRqT5ucxXVaAhTcT0J,Lady Gaga,60,AllOut2000s,Just Dance,The Fame
2005-08-30,2024-09-13,1PS1QMdUqOal0ai3Gt7sDQ,Kanye West,65,AllOut2000s,Gold Digger,Late Registration
2005-01-01,2024-09-13,2wGSgTmgSF3xjRrHkTc25R,50 Cent,66,AllOut2000s,Hate It Or Love It,The Documentary
2000-05-23,2024-09-13,3UmaczJpikHgJFyBTAJVoz,Eminem,68,AllOut2000s,Stan,The Marshall Mathers LP
2005-03-03,2024-09-13,5D2mYZuzcgjpchVY1pmTPh,50 Cent,71,AllOut2000s,Candy Shop,The Massacre
2005-08-29,2024-09-13,4TsmezEQVSZNNPv5RJ65Ov,Rihanna,73,AllOut2000s,Pon de Replay,Music Of The Sun
2004-01-01,2024-09-13,1v7L65Lzy0j0vdpRjJewt1,Eminem,81,AllOut2000s,Lose Yourself,Just Lose It
2006-05-09,2024-09-13,10Nmj3JCNoMeBQ87uw5j8k,Red Hot Chili Peppers,82,AllOut2000s,Dani California,Stadium Arcadium
1999-11-16,2024-09-13,7iXF2W9vKmDoGAhlHdpyIa,Eminem,83,AllOut2000s,Forgot About Dre,2001
2008-06-02,2024-09-13,2VOomzT6VavJOGBeySqaMc,Rihanna,86,AllOut2000s,Disturbia,Good Girl Gone Bad: Reloaded
2008-12-02,2024-09-13,4fixebDZAVToLbUCuEloa2,Britney Spears,92,AllOut2000s,Womanizer,Circus (Deluxe Version)
2009-11-20,2024-09-13,60jzFy6Nn4M0iD1d94oteF,Rihanna,94,AllOut2000s,Rude Boy,Rated R
2009-09-08,2024-09-13,7LR85XLWw2yXqKBSI5brbG,JAY-Z,96,AllOut2000s,Run This Town,The Blueprint 3
2009-09-08,2024-09-13,7LR85XLWw2yXqKBSI5brbG,Rihanna,96,AllOut2000s,Run This Town,The Blueprint 3
2009-09-08,2024-09-13,7LR85XLWw2yXqKBSI5brbG,Kanye West,96,AllOut2000s,Run This Town,The Blueprint 3
2008-12-02,2024-09-13,7jk7gqyEonmVVYahZN5zhW,Britney Spears,105,AllOut2000s,Circus,Circus (Deluxe Version)
2003-02-06,2024-09-13,3G0yz3DZn3lfraledmBCT0,50 Cent,113,AllOut2000s,P.I.M.P.,Get Rich Or Die Tryin'
2008-01-01,2024-09-13,02XnQdf7sipaKBBHixz3Zp,Lady Gaga,121,AllOut2000s,Paparazzi,The Fame
2002-07-09,2024-09-13,1f2V8U1BiWaC9aJWmpOARe,Red Hot Chili Peppers,123,AllOut2000s,By the Way,By the Way (Deluxe Edition)
2009-09-18,2024-09-13,1oHClQEgDmmbcEx12Kc5nZ,Timbaland,140,AllOut2000s,4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version)
2003-06-24,2024-09-06,5IVuqXILoxVWvWEPm82Jxr,JAY-Z,7,AllOut2000s,Crazy In Love (feat. Jay-Z),Dangerously In Love
2000-07-10,2024-09-06,3AJwUDP919kvQ9QcozQPxg,Coldplay,8,AllOut2000s,Yellow,Parachutes
2002-05-26,2024-09-06,7lQ8MOhq6IN2w8EYcFNSUk,Eminem,9,AllOut2000s,Without Me,The Eminem Show
2007-04-02,2024-09-06,6ucR4KfvsBFWCMVFDvyKKl,Timbaland,10,AllOut2000s,Apologize,Shock Value
2008-05-26,2024-09-06,1mea3bSkSGXuIRvnydlB5b,Coldplay,11,AllOut2000s,Viva La Vida,Viva La Vida or Death and All His Friends
2002-08-27,2024-09-06,75JFxkI2RXiU7L9VXzMkle,Coldplay,16,AllOut2000s,The Scientist,A Rush of Blood to the Head
2000-05-23,2024-09-06,3yfqSUWxFvZELEM4PmlwIR,Eminem,17,AllOut2000s,The Real Slim Shady,The Marshall Mathers LP
2008-11-24,2024-09-06,4EWCNWgDS8707fNSZ1oaA5,Kanye West,19,AllOut2000s,Heartless,808s & Heartbreak
2005-06-07,2024-09-06,7LVHVU3tWfcxj5aiPFEW4Q,Coldplay,21,AllOut2000s,Fix You,X&Y
2006-01-01,2024-09-06,2gam98EZKrF9XuOkU13ApN,Timbaland,22,AllOut2000s,Promiscuous,Loose
2002-07-09,2024-09-06,3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,23,AllOut2000s,Can't Stop,By the Way (Deluxe Edition)
2007-09-11,2024-09-06,5TRPicyLGbAF2LGBFbHGvO,Kanye West,28,AllOut2000s,Flashing Lights,Graduation
2002-08-27,2024-09-06,0BCPKOYdS2jbQ8iyB56Zns,Coldplay,29,AllOut2000s,Clocks,A Rush of Blood to the Head
1999-06-08,2024-09-06,48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,30,AllOut2000s,Californication,Californication (Deluxe Edition)
2002-05-26,2024-09-06,4xkOaSrkexMciUUogZKVTS,Eminem,32,AllOut2000s,Till I Collapse,The Eminem Show
2007-01-01,2024-09-06,2bLqfJjuC5syrsgDsZfGmn,Timbaland,34,AllOut2000s,The Way I Are,Shock Value
2009-11-05,2024-09-06,0SiywuOBRcynK0uKGWdCnn,Lady Gaga,36,AllOut2000s,Bad Romance,The Fame Monster (Deluxe Edition)
2008-06-02,2024-09-06,49FYlytm3dAAraYgpoJZux,Rihanna,39,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2008-06-02,2024-09-06,49FYlytm3dAAraYgpoJZux,JAY-Z,39,AllOut2000s,Umbrella,Good Girl Gone Bad: Reloaded
2007-10-25,2024-09-06,6ic8OlLUNEATToEFU3xmaH,Britney Spears,41,AllOut2000s,Gimme More,Blackout
