name,artists,album_name,date,song_id,cover_url,playlist,position,commit_date
Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Cosa Nuestra,2024-11-15,0l0vcZMU7AOeQmUIREoI2U,https://i.scdn.co/image/ab67616d0000b273ed432d7df981360768dd5856,VivaLatino,6,2024-12-06
+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",+57,2024-11-08,3mg9jYNC1NihbthlglzrWP,https://i.scdn.co/image/ab67616d0000b273c665371d5e70273a44a8e301,VivaLatino,8,2024-12-06
gervonta,Peso Pluma,gervonta,2024-12-05,0hfXHqWhOpbR9YQmQojDMN,https://i.scdn.co/image/ab67616d0000b2730892be1577c5cdb7eee47fa7,VivaLatino,10,2024-12-06
Imagínate,"Danny Ocean, Kapo",Imagínate,2024-11-07,4zbEItKoaRId1vRZkoO0Uh,https://i.scdn.co/image/ab67616d0000b2737c8510f493813b5730a6f7ba,VivaLatino,12,2024-12-06
DEPORTIVO,"Blessd, Anuel AA, Ovy On The Drums",DEPORTIVO,2024-11-14,0fKK51bU6lcCCwdNnv64t3,https://i.scdn.co/image/ab67616d0000b2739fee5cdf2743b01c5df33122,VivaLatino,13,2024-12-06
SRT,"Xavi, Fuerza Regida",SRT,2024-12-06,35Z5UYDKI5tyEfEsGMMRaz,https://i.scdn.co/image/ab67616d0000b273455833bfb9b7de5df57b594d,VivaLatino,14,2024-12-06
NADIE,Tito Double P,NADIE,2024-11-21,7sd6zMrgGpEa7NkQm9TRrg,https://i.scdn.co/image/ab67616d0000b273369bcf083996da3c3b6d1f40,VivaLatino,16,2024-12-06
Tú Con Él,Rauw Alejandro,Cosa Nuestra,2024-11-15,2eQFYGegTZaObk2kuBz83Z,https://i.scdn.co/image/ab67616d0000b273ed432d7df981360768dd5856,VivaLatino,18,2024-12-06
Cosas Pendientes,Maluma,Cosas Pendientes,2024-11-21,0iVEujJcafOBnxa654fJYu,https://i.scdn.co/image/ab67616d0000b2733e6665989eeb44e512a29571,VivaLatino,20,2024-12-06
GRAN VÍA,"Quevedo, Aitana",BUENAS NOCHES,2024-11-22,2kQ1OvmMzs1xdlH020aJJh,https://i.scdn.co/image/ab67616d0000b2734b690afba75a356fcdad526e,VivaLatino,21,2024-12-06
El Amor De Mi Herida,Carin Leon,Palabra De To's,2024-12-05,0QCTjU9xOvdDfe9LXEmxeT,https://i.scdn.co/image/ab67616d0000b273fccd4c13f08c8e0dff3c3bcf,VivaLatino,22,2024-12-06
Sigueme Besando Asi,Manuel Turizo,Sigueme Besando Asi,2024-11-20,5Pe01pJteufOjmf7KZeFJB,https://i.scdn.co/image/ab67616d0000b2734d41a889222d674ec0465c6f,VivaLatino,23,2024-12-06
Kamikaze (feat. Victor Mendivil),"Natanael Cano, Uriel Gaxiola, Ganggy, Victor Mendivil",Kamikaze (feat. Victor Mendivil),2024-11-14,6fKvGaO8Dfntvx4thaXtak,https://i.scdn.co/image/ab67616d0000b273bbae836030105fb4a56cf963,VivaLatino,29,2024-12-06
Hello Miss Johnson,Jack Harlow,Hello Miss Johnson,2024-11-21,6gH1UKDAhWS6qXzKXB4wuY,https://i.scdn.co/image/ab67616d0000b2738ad20aef4c717994ec4ede86,JustHits,2,2024-12-06
Hold On Me,"Kygo, Sandro Cavazza",Hold On Me,2024-11-15,4aPX3IT9cskOWmeZvOYc5s,https://i.scdn.co/image/ab67616d0000b273e4b5723a6f4bf559e41e08ce,JustHits,8,2024-12-06
2 hands,Tate McRae,2 hands,2024-11-14,1f18HzFpegqvH4ibGJyeMJ,https://i.scdn.co/image/ab67616d0000b2733b53b3afd0c28613b964769e,JustHits,10,2024-12-06
Baby It’s Both (Tick-Tack English Ver.) (Feat. Ava Max),"ILLIT, Ava Max",Baby It’s Both (Tick-Tack English Ver.) (Feat. Ava Max),2024-11-22,26Lm1VpF6behZ8q6DKjI5z,https://i.scdn.co/image/ab67616d0000b273f536b40bb62f6caa92dee99c,JustHits,13,2024-12-06
Dirty Cash (Money Talks),"PAWSA, The Adventures Of Stevie V",Dirty Cash (Money Talks),2024-11-15,2VyvDGdcVY04cNYou9MFVX,https://i.scdn.co/image/ab67616d0000b273388a49c048fd9f67e338c3c6,JustHits,18,2024-12-06
Looking For Love,"Alok, Anitta",Looking For Love,2024-11-14,2gol2X0eHr9XHvQLOi7fGS,https://i.scdn.co/image/ab67616d0000b2732bcaf0c5bb1cd4262edabd0c,JustHits,19,2024-12-06
